Age,Fare,Pclass,Sex,Survived,Em_C,Em_Q,Em_S,nCabin,Cab_A,Cab_B,Cab_C,Cab_D,Cab_E,Cab_F,Cab_G,Cab_T,Cab_X,Name_length,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Rare,sameTicket,T_A,T_A4,T_A5,T_AQ3,T_AQ4,T_AS,T_C,T_CA,T_CASOTON,T_FC,T_FCC,T_Fa,T_LINE,T_LP,T_PC,T_PP,T_PPP,T_SC,T_SCA3,T_SCA4,T_SCAH,T_SCOW,T_SCPARIS,T_SCParis,T_SOC,T_SOP,T_SOPP,T_SOTONO2,T_SOTONOQ,T_SP,T_STONO,T_STONO2,T_STONOQ,T_SWPP,T_WC,T_WEP,T_X,Family
24.0,2.5649493574615367,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,38,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
28.0,2.2512917986064953,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34.0,1.8711558142080713,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45.5,1.9775472339984959,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18.0,2.0856720914304723,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,24,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,2.3477974358155937,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,26,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
32.0,2.7631695003232895,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
26.0,2.933191755079093,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16.0,2.0476928433652555,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40.0,3.4339872044851463,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24.0,1.9530276168241774,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35.0,3.044522437723423,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,26,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22.0,1.9810014688665833,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,2.5649493574615367,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
31.725,2.0476928433652555,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
31.0,4.729818490553202,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,23,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
27.0,2.0700223197633445,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42.0,3.295836866004329,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
32.0,4.334564151246186,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,21,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30.0,2.3513752571634776,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16.0,2.0856720914304723,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27.0,2.5649493574615367,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
51.0,2.0856720914304723,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22.614047619047618,2.0663309725297405,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
38.0,4.499809670330265,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,28,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
22.0,2.2353763433005955,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.0,2.3513752571634776,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20.5,1.9810014688665833,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.0,2.5649493574615367,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5.176,3.237371716404032,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
35.0,4.424547185829718,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,44,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
29.0,2.0509134580652977,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
59.0,2.6026896854443837,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5.0,3.4464097244837033,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
24.0,2.3513752571634776,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.2,2.0215475632609334,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44.0,3.258096538021482,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
8.0,3.2676659890376327,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,32,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19.0,2.3513752571634776,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
33.0,2.507564673680584,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.6,2.6709850297651974,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
16.65,2.740840023925201,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
29.0,2.3513752571634776,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22.0,1.9636097261547143,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30.0,1.9775472339984959,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44.0,4.499809670330265,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,27,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
25.0,2.0509134580652977,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24.0,2.6741486494265287,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,31,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
37.0,3.961845018011234,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,29,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
54.0,3.258096538021482,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
22.6875,1.9810014688665833,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
29.0,2.3477974358155937,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,42,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
62.0,3.279029747687948,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30.0,2.7788192719904172,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
41.0,3.006301224903225,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
29.0,2.7243040552851014,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
48.1,4.37197629882038,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,4.460144413937834,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,20,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35.0,6.238967387173662,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.0,3.258096538021482,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,27,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
48.4,2.0476928433652555,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3.0,3.4464097244837033,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,33,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
52.0,4.3776420363560575,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,17,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
40.0,0.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30.26666666666667,2.0476928433652555,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
36.0,2.3513752571634776,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.0,3.6810362766529106,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
25.0,2.0509134580652977,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
58.0,5.033456237506958,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,45,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
35.0,4.909954920578875,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,22,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43.25,3.4339872044851463,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
25.0,0.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,28,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.0,2.970414465569701,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
37.0,3.391147045808654,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19.3,2.0476928433652555,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
63.0,4.356174068347218,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,33,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
45.0,2.0476928433652555,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34.5,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7.0,3.371596911885865,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
35.0,3.0081547935525483,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,32,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
65.0,2.0476928433652555,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
28.0,2.061048420562944,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16.0,2.2512917986064953,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
19.0,2.0856720914304723,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,26,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.8,3.258096538021482,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
33.0,2.1590033645160216,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30.0,2.2512917986064953,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22.0,2.0663309725297405,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
42.0,2.5649493574615367,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22.0,2.0476928433652555,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
26.0,4.367547313409047,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,28,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
19.0,4.51172945766992,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,39,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
36.0,2.5552874465497997,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.0,2.180417459019838,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24.0,2.0663309725297405,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40.516666666666666,3.32218303393412,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.5,1.9781283799793465,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2.0,5.020915603503812,1,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,28,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
43.25,3.417726683613366,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
